Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
1872;1.1.1.2.2.6.1.4.6;Manpara de Baño;02-06-22;03-06-22;2 días;0;0;9
1873;1.1.1.2.2.6.1.4.7;Accesorios;08-07-22;13-07-22;4 días;0;0;9
1874;1.1.1.2.2.6.1.4.8;Griferia;08-07-22;08-07-22;1 día;0;0;9
1875;1.1.1.2.2.6.1.4.9;Piso Vinilico;07-07-22;14-07-22;6 días;0;0;9
1876;1.1.1.2.2.6.1.4.10;Guardapolvos;15-07-22;19-07-22;3 días;0;0;9
1877;1.1.1.2.2.6.1.4.11;Junquillos (Revisar ET);15-07-22;19-07-22;3 días;0;0;9
1878;1.1.1.2.2.6.1.4.12;Papel Mural;11-07-22;19-07-22;7 días;0;0;9
1879;1.1.1.2.2.6.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);12-07-22;12-07-22;1 día;0;0;9
1880;1.1.1.2.2.6.1.4.14;Aseo;12-07-22;27-07-22;12 días;0;0;9
1881;1.1.1.2.2.6.1.4.15;Entrega Area Comun;01-07-22;18-07-22;12 días;0;0;9
1882;1.1.1.2.2.6.1.4.16;R1;13-07-22;22-07-22;8 días;0;0;9
1883;1.1.1.2.2.6.2;Sector 2;04-05-22;05-08-22;67 días;0;0;7
1884;1.1.1.2.2.6.2.1;Fase 1;04-05-22;24-05-22;15 días;0;0;8
1885;1.1.1.2.2.6.2.1.1;Descarachado Muros y Cielos;04-05-22;12-05-22;7 días;0;0;9
1886;1.1.1.2.2.6.2.1.2;Decargas ALC;05-05-22;09-05-22;3 días;0;0;9
1887;1.1.1.2.2.6.2.1.3;Trazado de Tabiques;13-05-22;16-05-22;2 días;0;0;9
1888;1.1.1.2.2.6.2.1.4;Rinconeo y Maquillaje de Muros;13-05-22;18-05-22;4 días;0;0;9
1889;1.1.1.2.2.6.2.1.5;Maquillaje de Cielos;13-05-22;24-05-22;8 días;0;0;9
1890;1.1.1.2.2.6.2.1.6;Grada Buque;17-05-22;24-05-22;6 días;0;0;9
1891;1.1.1.2.2.6.2.2;Fase 2;18-05-22;23-06-22;27 días;0;0;8
1892;1.1.1.2.2.6.2.2.1;Estructura Tabique;18-05-22;25-05-22;6 días;0;0;9
1893;1.1.1.2.2.6.2.2.2;1era Cara Tabique;23-05-22;26-05-22;4 días;0;0;9
1894;1.1.1.2.2.6.2.2.3;Instalaciones;23-05-22;31-05-22;7 días;0;0;9
1895;1.1.1.2.2.6.2.2.4;Aislacion;26-05-22;02-06-22;6 días;0;0;9
1896;1.1.1.2.2.6.2.2.5;2da Cara Tabique;26-05-22;01-06-22;5 días;0;0;9
1897;1.1.1.2.2.6.2.2.6;Huincha de Tabiques y cuadratura de Cajas;02-06-22;13-06-22;8 días;0;0;9
1898;1.1.1.2.2.6.2.2.7;Nivelacion de Pisos;02-06-22;17-06-22;12 días;0;0;9
1899;1.1.1.2.2.6.2.2.8;Remate de Rasgos;02-06-22;23-06-22;16 días;0;0;9
1900;1.1.1.2.2.6.2.2.9;Sobre Losa en Terrazas;03-06-22;14-06-22;8 días;0;0;9
1901;1.1.1.2.2.6.2.2.10;Impermeabilizacion Baños y Cocinas Cerradas;02-06-22;07-06-22;4 días;0;0;9
1902;1.1.1.2.2.6.2.2.11;Recepcion Obra Gruesa;08-06-22;08-06-22;1 día;0;0;9
1903;1.1.1.2.2.6.2.3;Fase 3;09-06-22;18-07-22;27 días;0;0;8
1904;1.1.1.2.2.6.2.3.1;Tinas;09-06-22;20-06-22;8 días;0;0;9
1905;1.1.1.2.2.6.2.3.2;Marcos de Puertas;09-06-22;10-06-22;2 días;0;0;9
1906;1.1.1.2.2.6.2.3.3;Ventanas;09-06-22;10-06-22;2 días;0;0;9
1907;1.1.1.2.2.6.2.3.4;Remate Ventanas;13-06-22;14-06-22;2 días;0;0;9
1908;1.1.1.2.2.6.2.3.5;Barandas Vidriadas;13-06-22;14-06-22;2 días;0;0;9
1909;1.1.1.2.2.6.2.3.6;Canteria Baños;13-06-22;29-06-22;12 días;0;0;9
1910;1.1.1.2.2.6.2.3.7;Ceramica;15-06-22;06-07-22;15 días;0;0;9
1911;1.1.1.2.2.6.2.3.8;Cornisas;09-06-22;16-06-22;6 días;0;0;9
1912;1.1.1.2.2.6.2.3.9;Empastes;30-06-22;15-07-22;12 días;0;0;9
1913;1.1.1.2.2.6.2.3.10;Cielo Deptos (Revisar Terminacion);01-07-22;08-07-22;6 días;0;0;9
1914;1.1.1.2.2.6.2.3.11;Fondo Closet;01-07-22;06-07-22;4 días;0;0;9
1915;1.1.1.2.2.6.2.3.12;Pintura;11-07-22;18-07-22;6 días;0;0;9
1916;1.1.1.2.2.6.2.4;Fase 4;13-06-22;05-08-22;39 días;0;0;8
1917;1.1.1.2.2.6.2.4.1;Artefactos;12-07-22;13-07-22;2 días;0;0;9
1918;1.1.1.2.2.6.2.4.2;Muebles de Baño;13-07-22;13-07-22;1 día;0;0;9
1919;1.1.1.2.2.6.2.4.3;Muebles de Cocina;07-07-22;15-07-22;7 días;0;0;9
1920;1.1.1.2.2.6.2.4.4;Closet;07-07-22;14-07-22;6 días;0;0;9
1921;1.1.1.2.2.6.2.4.5;Quincalleria;13-06-22;14-06-22;2 días;0;0;9
1922;1.1.1.2.2.6.2.4.6;Manpara de Baño;13-06-22;14-06-22;2 días;0;0;9
1923;1.1.1.2.2.6.2.4.7;Accesorios;19-07-22;22-07-22;4 días;0;0;9
1924;1.1.1.2.2.6.2.4.8;Griferia;19-07-22;19-07-22;1 día;0;0;9
1925;1.1.1.2.2.6.2.4.9;Piso Vinilico;18-07-22;25-07-22;6 días;0;0;9
1926;1.1.1.2.2.6.2.4.10;Guardapolvos;26-07-22;28-07-22;3 días;0;0;9
1927;1.1.1.2.2.6.2.4.11;Junquillos (Revisar ET);26-07-22;28-07-22;3 días;0;0;9
1928;1.1.1.2.2.6.2.4.12;Papel Mural;20-07-22;28-07-22;7 días;0;0;9
1929;1.1.1.2.2.6.2.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);21-07-22;21-07-22;1 día;0;0;9
1930;1.1.1.2.2.6.2.4.14;Aseo;21-07-22;05-08-22;12 días;0;0;9
1931;1.1.1.2.2.6.2.4.15;Entrega Area Comun;12-07-22;27-07-22;12 días;0;0;9
1932;1.1.1.2.2.6.2.4.16;R1;22-07-22;02-08-22;8 días;0;0;9
1933;1.1.1.2.2.6.3;Sector 3;13-05-22;17-08-22;67 días;0;0;7
1934;1.1.1.2.2.6.3.1;Fase 1;13-05-22;02-06-22;15 días;0;0;8
1935;1.1.1.2.2.6.3.1.1;Descarachado Muros y Cielos;13-05-22;23-05-22;7 días;0;0;9
1936;1.1.1.2.2.6.3.1.2;Decargas ALC;16-05-22;18-05-22;3 días;0;0;9
1937;1.1.1.2.2.6.3.1.3;Trazado de Tabiques;24-05-22;25-05-22;2 días;0;0;9
1938;1.1.1.2.2.6.3.1.4;Rinconeo y Maquillaje de Muros;24-05-22;27-05-22;4 días;0;0;9
1939;1.1.1.2.2.6.3.1.5;Maquillaje de Cielos;24-05-22;02-06-22;8 días;0;0;9
1940;1.1.1.2.2.6.3.1.6;Grada Buque;26-05-22;02-06-22;6 días;0;0;9
1941;1.1.1.2.2.6.3.2;Fase 2;27-05-22;05-07-22;27 días;0;0;8
1942;1.1.1.2.2.6.3.2.1;Estructura Tabique;27-05-22;03-06-22;6 días;0;0;9
1943;1.1.1.2.2.6.3.2.2;1era Cara Tabique;01-06-22;06-06-22;4 días;0;0;9
1944;1.1.1.2.2.6.3.2.3;Instalaciones;01-06-22;09-06-22;7 días;0;0;9
1945;1.1.1.2.2.6.3.2.4;Aislacion;06-06-22;13-06-22;6 días;0;0;9
1946;1.1.1.2.2.6.3.2.5;2da Cara Tabique;06-06-22;10-06-22;5 días;0;0;9
1947;1.1.1.2.2.6.3.2.6;Huincha de Tabiques y cuadratura de Cajas;13-06-22;22-06-22;8 días;0;0;9
1948;1.1.1.2.2.6.3.2.7;Nivelacion de Pisos;13-06-22;29-06-22;12 días;0;0;9
1949;1.1.1.2.2.6.3.2.8;Remate de Rasgos;13-06-22;05-07-22;16 días;0;0;9
1950;1.1.1.2.2.6.3.2.9;Sobre Losa en Terrazas;14-06-22;23-06-22;8 días;0;0;9
1951;1.1.1.2.2.6.3.2.10;Impermeabilizacion Baños y Cocinas Cerradas;13-06-22;16-06-22;4 días;0;0;9
1952;1.1.1.2.2.6.3.2.11;Recepcion Obra Gruesa;17-06-22;17-06-22;1 día;0;0;9
1953;1.1.1.2.2.6.3.3;Fase 3;20-06-22;27-07-22;27 días;0;0;8
1954;1.1.1.2.2.6.3.3.1;Tinas;20-06-22;30-06-22;8 días;0;0;9
1955;1.1.1.2.2.6.3.3.2;Marcos de Puertas;20-06-22;21-06-22;2 días;0;0;9
1956;1.1.1.2.2.6.3.3.3;Ventanas;20-06-22;21-06-22;2 días;0;0;9
1957;1.1.1.2.2.6.3.3.4;Remate Ventanas;22-06-22;23-06-22;2 días;0;0;9
1958;1.1.1.2.2.6.3.3.5;Barandas Vidriadas;22-06-22;23-06-22;2 días;0;0;9
1959;1.1.1.2.2.6.3.3.6;Canteria Baños;22-06-22;08-07-22;12 días;0;0;9
1960;1.1.1.2.2.6.3.3.7;Ceramica;24-06-22;15-07-22;15 días;0;0;9
1961;1.1.1.2.2.6.3.3.8;Cornisas;20-06-22;28-06-22;6 días;0;0;9
1962;1.1.1.2.2.6.3.3.9;Empastes;11-07-22;26-07-22;12 días;0;0;9
1963;1.1.1.2.2.6.3.3.10;Cielo Deptos (Revisar Terminacion);12-07-22;19-07-22;6 días;0;0;9
1964;1.1.1.2.2.6.3.3.11;Fondo Closet;12-07-22;15-07-22;4 días;0;0;9
1965;1.1.1.2.2.6.3.3.12;Pintura;20-07-22;27-07-22;6 días;0;0;9
1966;1.1.1.2.2.6.3.4;Fase 4;22-06-22;17-08-22;39 días;0;0;8
1967;1.1.1.2.2.6.3.4.1;Artefactos;21-07-22;22-07-22;2 días;0;0;9
1968;1.1.1.2.2.6.3.4.2;Muebles de Baño;22-07-22;22-07-22;1 día;0;0;9
1969;1.1.1.2.2.6.3.4.3;Muebles de Cocina;18-07-22;26-07-22;7 días;0;0;9
1970;1.1.1.2.2.6.3.4.4;Closet;18-07-22;25-07-22;6 días;0;0;9
1971;1.1.1.2.2.6.3.4.5;Quincalleria;22-06-22;23-06-22;2 días;0;0;9
1972;1.1.1.2.2.6.3.4.6;Manpara de Baño;22-06-22;23-06-22;2 días;0;0;9
1973;1.1.1.2.2.6.3.4.7;Accesorios;28-07-22;02-08-22;4 días;0;0;9
1974;1.1.1.2.2.6.3.4.8;Griferia;28-07-22;28-07-22;1 día;0;0;9
1975;1.1.1.2.2.6.3.4.9;Piso Vinilico;27-07-22;03-08-22;6 días;0;0;9
1976;1.1.1.2.2.6.3.4.10;Guardapolvos;04-08-22;08-08-22;3 días;0;0;9
1977;1.1.1.2.2.6.3.4.11;Junquillos (Revisar ET);04-08-22;08-08-22;3 días;0;0;9
1978;1.1.1.2.2.6.3.4.12;Papel Mural;29-07-22;08-08-22;7 días;0;0;9
1979;1.1.1.2.2.6.3.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);01-08-22;01-08-22;1 día;0;0;9
1980;1.1.1.2.2.6.3.4.14;Aseo;01-08-22;17-08-22;12 días;0;0;9
1981;1.1.1.2.2.6.3.4.15;Entrega Area Comun;21-07-22;05-08-22;12 días;0;0;9
1982;1.1.1.2.2.6.3.4.16;R1;02-08-22;11-08-22;8 días;0;0;9
1983;1.1.1.2.2.6.4;Sector 4;24-05-22;26-08-22;67 días;0;0;7
1984;1.1.1.2.2.6.4.1;Fase 1;24-05-22;13-06-22;15 días;0;0;8
1985;1.1.1.2.2.6.4.1.1;Descarachado Muros y Cielos;24-05-22;01-06-22;7 días;0;0;9
1986;1.1.1.2.2.6.4.1.2;Decargas ALC;25-05-22;27-05-22;3 días;0;0;9
1987;1.1.1.2.2.6.4.1.3;Trazado de Tabiques;02-06-22;03-06-22;2 días;0;0;9
1988;1.1.1.2.2.6.4.1.4;Rinconeo y Maquillaje de Muros;02-06-22;07-06-22;4 días;0;0;9
1989;1.1.1.2.2.6.4.1.5;Maquillaje de Cielos;02-06-22;13-06-22;8 días;0;0;9
1990;1.1.1.2.2.6.4.1.6;Grada Buque;06-06-22;13-06-22;6 días;0;0;9
1991;1.1.1.2.2.6.4.2;Fase 2;07-06-22;14-07-22;27 días;0;0;8
1992;1.1.1.2.2.6.4.2.1;Estructura Tabique;07-06-22;14-06-22;6 días;0;0;9
1993;1.1.1.2.2.6.4.2.2;1era Cara Tabique;10-06-22;15-06-22;4 días;0;0;9
1994;1.1.1.2.2.6.4.2.3;Instalaciones;10-06-22;20-06-22;7 días;0;0;9
1995;1.1.1.2.2.6.4.2.4;Aislacion;15-06-22;22-06-22;6 días;0;0;9
1996;1.1.1.2.2.6.4.2.5;2da Cara Tabique;15-06-22;21-06-22;5 días;0;0;9
1997;1.1.1.2.2.6.4.2.6;Huincha de Tabiques y cuadratura de Cajas;22-06-22;04-07-22;8 días;0;0;9
1998;1.1.1.2.2.6.4.2.7;Nivelacion de Pisos;22-06-22;08-07-22;12 días;0;0;9
1999;1.1.1.2.2.6.4.2.8;Remate de Rasgos;22-06-22;14-07-22;16 días;0;0;9
2000;1.1.1.2.2.6.4.2.9;Sobre Losa en Terrazas;23-06-22;05-07-22;8 días;0;0;9
2001;1.1.1.2.2.6.4.2.10;Impermeabilizacion Baños y Cocinas Cerradas;22-06-22;28-06-22;4 días;0;0;9
2002;1.1.1.2.2.6.4.2.11;Recepcion Obra Gruesa;29-06-22;29-06-22;1 día;0;0;9
2003;1.1.1.2.2.6.4.3;Fase 3;30-06-22;05-08-22;27 días;0;0;8
2004;1.1.1.2.2.6.4.3.1;Tinas;30-06-22;11-07-22;8 días;0;0;9
2005;1.1.1.2.2.6.4.3.2;Marcos de Puertas;30-06-22;01-07-22;2 días;0;0;9
2006;1.1.1.2.2.6.4.3.3;Ventanas;30-06-22;01-07-22;2 días;0;0;9
2007;1.1.1.2.2.6.4.3.4;Remate Ventanas;04-07-22;05-07-22;2 días;0;0;9
2008;1.1.1.2.2.6.4.3.5;Barandas Vidriadas;04-07-22;05-07-22;2 días;0;0;9
2009;1.1.1.2.2.6.4.3.6;Canteria Baños;04-07-22;19-07-22;12 días;0;0;9
2010;1.1.1.2.2.6.4.3.7;Ceramica;06-07-22;26-07-22;15 días;0;0;9
2011;1.1.1.2.2.6.4.3.8;Cornisas;30-06-22;07-07-22;6 días;0;0;9
2012;1.1.1.2.2.6.4.3.9;Empastes;20-07-22;04-08-22;12 días;0;0;9
2013;1.1.1.2.2.6.4.3.10;Cielo Deptos (Revisar Terminacion);21-07-22;28-07-22;6 días;0;0;9
2014;1.1.1.2.2.6.4.3.11;Fondo Closet;21-07-22;26-07-22;4 días;0;0;9
2015;1.1.1.2.2.6.4.3.12;Pintura;29-07-22;05-08-22;6 días;0;0;9
2016;1.1.1.2.2.6.4.4;Fase 4;04-07-22;26-08-22;39 días;0;0;8
2017;1.1.1.2.2.6.4.4.1;Artefactos;01-08-22;02-08-22;2 días;0;0;9
2018;1.1.1.2.2.6.4.4.2;Muebles de Baño;02-08-22;02-08-22;1 día;0;0;9
2019;1.1.1.2.2.6.4.4.3;Muebles de Cocina;27-07-22;04-08-22;7 días;0;0;9
2020;1.1.1.2.2.6.4.4.4;Closet;27-07-22;03-08-22;6 días;0;0;9
2021;1.1.1.2.2.6.4.4.5;Quincalleria;04-07-22;05-07-22;2 días;0;0;9
2022;1.1.1.2.2.6.4.4.6;Manpara de Baño;04-07-22;05-07-22;2 días;0;0;9
2023;1.1.1.2.2.6.4.4.7;Accesorios;08-08-22;11-08-22;4 días;0;0;9
2024;1.1.1.2.2.6.4.4.8;Griferia;08-08-22;08-08-22;1 día;0;0;9
2025;1.1.1.2.2.6.4.4.9;Piso Vinilico;05-08-22;12-08-22;6 días;0;0;9
2026;1.1.1.2.2.6.4.4.10;Guardapolvos;16-08-22;18-08-22;3 días;0;0;9
2027;1.1.1.2.2.6.4.4.11;Junquillos (Revisar ET);16-08-22;18-08-22;3 días;0;0;9
2028;1.1.1.2.2.6.4.4.12;Papel Mural;09-08-22;18-08-22;7 días;0;0;9
2029;1.1.1.2.2.6.4.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);10-08-22;10-08-22;1 día;0;0;9
2030;1.1.1.2.2.6.4.4.14;Aseo;10-08-22;26-08-22;12 días;0;0;9
2031;1.1.1.2.2.6.4.4.15;Entrega Area Comun;01-08-22;17-08-22;12 días;0;0;9
2032;1.1.1.2.2.6.4.4.16;R1;11-08-22;23-08-22;8 días;0;0;9
2033;1.1.1.2.2.6.5;Sector 5;02-06-22;06-09-22;67 días;0;0;7
2034;1.1.1.2.2.6.5.1;Fase 1;02-06-22;22-06-22;15 días;0;0;8
2035;1.1.1.2.2.6.5.1.1;Descarachado Muros y Cielos;02-06-22;10-06-22;7 días;0;0;9
2036;1.1.1.2.2.6.5.1.2;Decargas ALC;03-06-22;07-06-22;3 días;0;0;9
2037;1.1.1.2.2.6.5.1.3;Trazado de Tabiques;13-06-22;14-06-22;2 días;0;0;9
2038;1.1.1.2.2.6.5.1.4;Rinconeo y Maquillaje de Muros;13-06-22;16-06-22;4 días;0;0;9
2039;1.1.1.2.2.6.5.1.5;Maquillaje de Cielos;13-06-22;22-06-22;8 días;0;0;9
2040;1.1.1.2.2.6.5.1.6;Grada Buque;15-06-22;22-06-22;6 días;0;0;9
2041;1.1.1.2.2.6.5.2;Fase 2;16-06-22;25-07-22;27 días;0;0;8
2042;1.1.1.2.2.6.5.2.1;Estructura Tabique;16-06-22;23-06-22;6 días;0;0;9
2043;1.1.1.2.2.6.5.2.2;1era Cara Tabique;21-06-22;24-06-22;4 días;0;0;9
2044;1.1.1.2.2.6.5.2.3;Instalaciones;21-06-22;30-06-22;7 días;0;0;9
2045;1.1.1.2.2.6.5.2.4;Aislacion;24-06-22;04-07-22;6 días;0;0;9
2046;1.1.1.2.2.6.5.2.5;2da Cara Tabique;24-06-22;01-07-22;5 días;0;0;9
2047;1.1.1.2.2.6.5.2.6;Huincha de Tabiques y cuadratura de Cajas;04-07-22;13-07-22;8 días;0;0;9
2048;1.1.1.2.2.6.5.2.7;Nivelacion de Pisos;04-07-22;19-07-22;12 días;0;0;9
2049;1.1.1.2.2.6.5.2.8;Remate de Rasgos;04-07-22;25-07-22;16 días;0;0;9
2050;1.1.1.2.2.6.5.2.9;Sobre Losa en Terrazas;05-07-22;14-07-22;8 días;0;0;9
2051;1.1.1.2.2.6.5.2.10;Impermeabilizacion Baños y Cocinas Cerradas;04-07-22;07-07-22;4 días;0;0;9
2052;1.1.1.2.2.6.5.2.11;Recepcion Obra Gruesa;08-07-22;08-07-22;1 día;0;0;9
2053;1.1.1.2.2.6.5.3;Fase 3;11-07-22;17-08-22;27 días;0;0;8
2054;1.1.1.2.2.6.5.3.1;Tinas;11-07-22;20-07-22;8 días;0;0;9
2055;1.1.1.2.2.6.5.3.2;Marcos de Puertas;11-07-22;12-07-22;2 días;0;0;9
2056;1.1.1.2.2.6.5.3.3;Ventanas;11-07-22;12-07-22;2 días;0;0;9
2057;1.1.1.2.2.6.5.3.4;Remate Ventanas;13-07-22;14-07-22;2 días;0;0;9
2058;1.1.1.2.2.6.5.3.5;Barandas Vidriadas;13-07-22;14-07-22;2 días;0;0;9
2059;1.1.1.2.2.6.5.3.6;Canteria Baños;13-07-22;28-07-22;12 días;0;0;9
2060;1.1.1.2.2.6.5.3.7;Ceramica;15-07-22;04-08-22;15 días;0;0;9
2061;1.1.1.2.2.6.5.3.8;Cornisas;11-07-22;18-07-22;6 días;0;0;9
2062;1.1.1.2.2.6.5.3.9;Empastes;29-07-22;16-08-22;12 días;0;0;9
2063;1.1.1.2.2.6.5.3.10;Cielo Deptos (Revisar Terminacion);01-08-22;08-08-22;6 días;0;0;9
2064;1.1.1.2.2.6.5.3.11;Fondo Closet;01-08-22;04-08-22;4 días;0;0;9
2065;1.1.1.2.2.6.5.3.12;Pintura;09-08-22;17-08-22;6 días;0;0;9
2066;1.1.1.2.2.6.5.4;Fase 4;13-07-22;06-09-22;39 días;0;0;8
2067;1.1.1.2.2.6.5.4.1;Artefactos;10-08-22;11-08-22;2 días;0;0;9
2068;1.1.1.2.2.6.5.4.2;Muebles de Baño;11-08-22;11-08-22;1 día;0;0;9
2069;1.1.1.2.2.6.5.4.3;Muebles de Cocina;05-08-22;16-08-22;7 días;0;0;9
2070;1.1.1.2.2.6.5.4.4;Closet;05-08-22;12-08-22;6 días;0;0;9
2071;1.1.1.2.2.6.5.4.5;Quincalleria;13-07-22;14-07-22;2 días;0;0;9
2072;1.1.1.2.2.6.5.4.6;Manpara de Baño;13-07-22;14-07-22;2 días;0;0;9
2073;1.1.1.2.2.6.5.4.7;Accesorios;18-08-22;23-08-22;4 días;0;0;9
2074;1.1.1.2.2.6.5.4.8;Griferia;18-08-22;18-08-22;1 día;0;0;9
2075;1.1.1.2.2.6.5.4.9;Piso Vinilico;17-08-22;24-08-22;6 días;0;0;9
2076;1.1.1.2.2.6.5.4.10;Guardapolvos;25-08-22;29-08-22;3 días;0;0;9
2077;1.1.1.2.2.6.5.4.11;Junquillos (Revisar ET);25-08-22;29-08-22;3 días;0;0;9
2078;1.1.1.2.2.6.5.4.12;Papel Mural;19-08-22;29-08-22;7 días;0;0;9
2079;1.1.1.2.2.6.5.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);22-08-22;22-08-22;1 día;0;0;9
2080;1.1.1.2.2.6.5.4.14;Aseo;22-08-22;06-09-22;12 días;0;0;9
2081;1.1.1.2.2.6.5.4.15;Entrega Area Comun;10-08-22;26-08-22;12 días;0;0;9
2082;1.1.1.2.2.6.5.4.16;R1;23-08-22;01-09-22;8 días;0;0;9
2083;1.1.1.2.2.7;Piso 7;18-05-22;29-09-22;94 días;0;0;6
2084;1.1.1.2.2.7.1;Sector 1;18-05-22;25-08-22;70 días;0;0;7
2085;1.1.1.2.2.7.1.1;Fase 1;18-05-22;07-06-22;15 días;0;0;8
2086;1.1.1.2.2.7.1.1.1;Descarachado Muros y Cielos;18-05-22;26-05-22;7 días;0;0;9
2087;1.1.1.2.2.7.1.1.2;Decargas ALC;19-05-22;23-05-22;3 días;0;0;9
2088;1.1.1.2.2.7.1.1.3;Trazado de Tabiques;27-05-22;30-05-22;2 días;0;0;9
2089;1.1.1.2.2.7.1.1.4;Rinconeo y Maquillaje de Muros;27-05-22;01-06-22;4 días;0;0;9
2090;1.1.1.2.2.7.1.1.5;Maquillaje de Cielos;27-05-22;07-06-22;8 días;0;0;9
2091;1.1.1.2.2.7.1.1.6;Grada Buque;31-05-22;07-06-22;6 días;0;0;9
2092;1.1.1.2.2.7.1.2;Fase 2;01-06-22;08-07-22;27 días;0;0;8
2093;1.1.1.2.2.7.1.2.1;Estructura Tabique;01-06-22;08-06-22;6 días;0;0;9
2094;1.1.1.2.2.7.1.2.2;1era Cara Tabique;06-06-22;09-06-22;4 días;0;0;9
2095;1.1.1.2.2.7.1.2.3;Instalaciones;06-06-22;14-06-22;7 días;0;0;9
2096;1.1.1.2.2.7.1.2.4;Aislacion;09-06-22;16-06-22;6 días;0;0;9
2097;1.1.1.2.2.7.1.2.5;2da Cara Tabique;09-06-22;15-06-22;5 días;0;0;9
2098;1.1.1.2.2.7.1.2.6;Huincha de Tabiques y cuadratura de Cajas;16-06-22;28-06-22;8 días;0;0;9
2099;1.1.1.2.2.7.1.2.7;Nivelacion de Pisos;16-06-22;04-07-22;12 días;0;0;9
2100;1.1.1.2.2.7.1.2.8;Remate de Rasgos;16-06-22;08-07-22;16 días;0;0;9
2101;1.1.1.2.2.7.1.2.9;Sobre Losa en Terrazas;17-06-22;29-06-22;8 días;0;0;9
2102;1.1.1.2.2.7.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;16-06-22;21-06-22;4 días;0;0;9
2103;1.1.1.2.2.7.1.2.11;Recepcion Obra Gruesa;22-06-22;22-06-22;1 día;0;0;9
2104;1.1.1.2.2.7.1.3;Fase 3;23-06-22;01-08-22;27 días;0;0;8
2105;1.1.1.2.2.7.1.3.1;Tinas;23-06-22;05-07-22;8 días;0;0;9
2106;1.1.1.2.2.7.1.3.2;Marcos de Puertas;23-06-22;24-06-22;2 días;0;0;9
2107;1.1.1.2.2.7.1.3.3;Ventanas;23-06-22;24-06-22;2 días;0;0;9
2108;1.1.1.2.2.7.1.3.4;Remate Ventanas;28-06-22;29-06-22;2 días;0;0;9
2109;1.1.1.2.2.7.1.3.5;Barandas Vidriadas;28-06-22;29-06-22;2 días;0;0;9
2110;1.1.1.2.2.7.1.3.6;Canteria Baños;28-06-22;13-07-22;12 días;0;0;9
2111;1.1.1.2.2.7.1.3.7;Ceramica;30-06-22;20-07-22;15 días;0;0;9
2112;1.1.1.2.2.7.1.3.8;Cornisas;23-06-22;01-07-22;6 días;0;0;9
2113;1.1.1.2.2.7.1.3.9;Empastes;14-07-22;29-07-22;12 días;0;0;9
2114;1.1.1.2.2.7.1.3.10;Cielo Deptos (Revisar Terminacion);15-07-22;22-07-22;6 días;0;0;9
2115;1.1.1.2.2.7.1.3.11;Fondo Closet;15-07-22;20-07-22;4 días;0;0;9
2116;1.1.1.2.2.7.1.3.12;Pintura;25-07-22;01-08-22;6 días;0;0;9
2117;1.1.1.2.2.7.1.4;Fase 4;28-06-22;25-08-22;42 días;0;0;8
2118;1.1.1.2.2.7.1.4.1;Artefactos;26-07-22;27-07-22;2 días;0;0;9
2119;1.1.1.2.2.7.1.4.2;Muebles de Baño;27-07-22;27-07-22;1 día;0;0;9
2120;1.1.1.2.2.7.1.4.3;Muebles de Cocina;21-07-22;29-07-22;7 días;0;0;9
2121;1.1.1.2.2.7.1.4.4;Closet;21-07-22;28-07-22;6 días;0;0;9
2122;1.1.1.2.2.7.1.4.5;Quincalleria;28-06-22;29-06-22;2 días;0;0;9
2123;1.1.1.2.2.7.1.4.6;Manpara de Baño;28-06-22;29-06-22;2 días;0;0;9
2124;1.1.1.2.2.7.1.4.7;Accesorios;02-08-22;05-08-22;4 días;0;0;9
2125;1.1.1.2.2.7.1.4.8;Griferia;02-08-22;02-08-22;1 día;0;0;9
2126;1.1.1.2.2.7.1.4.9;Piso Vinilico;01-08-22;08-08-22;6 días;0;0;9
2127;1.1.1.2.2.7.1.4.10;Guardapolvos;09-08-22;11-08-22;3 días;0;0;9
2128;1.1.1.2.2.7.1.4.11;Junquillos (Revisar ET);09-08-22;11-08-22;3 días;0;0;9
2129;1.1.1.2.2.7.1.4.12;Papel Mural;03-08-22;11-08-22;7 días;0;0;9
2130;1.1.1.2.2.7.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);04-08-22;04-08-22;1 día;0;0;9
2131;1.1.1.2.2.7.1.4.14;Aseo;04-08-22;25-08-22;15 días;0;0;9
2132;1.1.1.2.2.7.1.4.15;Entrega Area Comun;26-07-22;10-08-22;12 días;0;0;9
2133;1.1.1.2.2.7.1.4.16;R1;05-08-22;16-08-22;7 días;0;0;9
2134;1.1.1.2.2.7.2;Sector 2;27-05-22;02-09-22;69 días;0;0;7
2135;1.1.1.2.2.7.2.1;Fase 1;27-05-22;16-06-22;15 días;0;0;8
2136;1.1.1.2.2.7.2.1.1;Descarachado Muros y Cielos;27-05-22;06-06-22;7 días;0;0;9
2137;1.1.1.2.2.7.2.1.2;Decargas ALC;30-05-22;01-06-22;3 días;0;0;9
2138;1.1.1.2.2.7.2.1.3;Trazado de Tabiques;07-06-22;08-06-22;2 días;0;0;9
